country,building_total_floors,apartment_rooms,apartment_bedrooms,apartment_total_area,price_in_USD
Turkey,10,3,2,135,377164
Turkey,10,4,3,143,513030
Turkey,9,3,2,72,289286
Turkey,4,3,2,106,421728
Turkey,40,4,3,170,465205
Turkey,11,3,2,98,393468
Turkey,8,3,2,80,452162
Turkey,5,3,2,172,500995
Turkey,12,4,3,141,641288
Turkey,7,3,2,80,613027
Turkey,36,5,4,203,463031
Turkey,5,4,3,200,521726
Turkey,5,3,2,120,429337
Turkey,4,4,3,210,554333
Turkey,6,3,2,87,315209
Turkey,18,3,2,133,360860
Turkey,4,4,3,245,461944
Turkey,43,2,1,88,634766
Turkey,5,4,3,243,461944
Turkey,5,4,3,160,689000
Turkey,13,3,2,129,432597
Turkey,24,2,1,76,326078
Turkey,5,3,2,83,319000
Turkey,12,3,2,150,586941
Turkey,5,5,4,180,453249
Turkey,5,3,2,165,502161
Turkey,12,5,4,315,401076
Turkey,15,3,2,79,402163
Turkey,6,1,1,55,293617
Turkey,4,2,1,60,272911
Turkey,5,3,2,80,237665
Turkey,6,4,3,180,358686
Turkey,7,4,3,150,419554
Turkey,4,3,2,150,396729
Turkey,9,4,3,150,342382
Turkey,5,3,2,67,320768
Turkey,8,3,3,86,319072
Turkey,15,3,2,87,295644
Turkey,8,5,4,195,326078
Turkey,5,4,3,168,506000
Turkey,6,3,2,105,303253
Turkey,12,4,3,105,244559
Turkey,10,4,3,108,303253
Turkey,8,2,1,62,304340
Turkey,5,3,2,87,306000
Turkey,14,3,2,117,404337
Turkey,30,4,2,100,316403
Turkey,25,2,1,111,302166
Turkey,13,4,3,106,302166
Turkey,8,2,1,47,202803
Turkey,5,1,1,45,254195
Turkey,14,4,3,134,463031
Turkey,12,3,2,180,306130
Turkey,10,3,2,85,310861
Turkey,10,3,2,109,282601
Turkey,5,4,3,120,260194
Turkey,7,3,2,130,161952
Turkey,10,3,2,100,149996
Turkey,5,5,4,135,259889
Turkey,8,3,2,101,391068
Turkey,12,3,2,95,352708
Turkey,12,2,1,55,160865
Turkey,7,5,4,170,326078
Turkey,7,4,4,140,133938
Turkey,11,5,4,184,260863
Turkey,7,2,1,60,99997
Turkey,10,2,1,57,374990
Turkey,11,2,1,50,108000
Turkey,9,4,3,136,358686
Turkey,6,3,2,130,118768
Turkey,14,4,3,94,102171
Turkey,5,3,2,115,249993
Turkey,4,3,2,100,230947
Turkey,5,2,1,85,83150
Turkey,4,2,1,81,308688
Turkey,13,3,2,79,84000
Turkey,8,4,3,142,291297
Turkey,16,3,2,105,117388
Turkey,15,2,1,85,86954
Turkey,6,1,1,58,119049
Turkey,4,4,3,159,103258
Turkey,5,2,1,55,124997
Turkey,14,2,1,60,83693
Turkey,10,3,2,103,108149
Turkey,3,4,3,163,148909
Turkey,14,3,2,95,122180
Turkey,7,5,4,165,140214
Turkey,5,2,1,65,143475
Turkey,5,3,2,80,170648
Turkey,14,2,1,63,85867
Turkey,4,2,1,55,126300
Turkey,14,2,1,55,80241
Turkey,5,2,1,60,147000
Turkey,7,3,2,90,140214
Turkey,6,2,1,52,143094
Turkey,5,2,1,51,178509
Turkey,4,2,1,55,173909
Turkey,7,2,1,80,148537
Turkey,7,4,3,170,145648
Turkey,3,3,2,70,89128
Turkey,6,2,1,55,106120
Turkey,11,4,3,165,407598
Turkey,10,3,1,135,147197
Turkey,4,2,1,45,95500
Turkey,11,3,2,85,358686
Turkey,10,2,1,55,141301
Turkey,12,4,3,165,395642
Turkey,4,4,3,155,351078
Turkey,5,2,1,55,144546
Turkey,9,3,2,101,89577
Turkey,4,6,5,200,326078
Turkey,11,5,4,250,309775
Turkey,6,2,1,46,115149
Turkey,9,2,1,55,145452
Turkey,4,2,1,48,119562
Turkey,5,2,1,60,138040
Turkey,11,3,2,95,85708
Turkey,5,4,3,130,259874
Turkey,8,2,1,55,118475
Turkey,2,3,2,94,120649
Turkey,10,1,1,80,236140
Turkey,8,2,1,54,99868
Turkey,4,2,1,46,119562
Turkey,10,2,1,68,145307
Turkey,7,4,3,135,121736
Turkey,5,4,3,144,342382
Turkey,9,6,5,240,412769
Turkey,12,2,1,65,149996
Turkey,5,5,4,168,140214
Turkey,6,2,1,50,155000
Turkey,14,2,1,75,88041
Turkey,4,4,3,190,358686
Turkey,9,2,1,55,153257
Turkey,15,2,1,60,74998
Turkey,14,2,1,77,100000
Turkey,18,2,1,71,210864
Turkey,12,2,1,45,79889
Turkey,6,2,1,68,183691
Turkey,4,1,1,48,104485
Turkey,7,5,4,194,420641
Turkey,9,2,1,55,94059
Turkey,11,2,1,83,221733
Turkey,5,3,2,110,166243
Turkey,15,2,1,80,88041
Turkey,8,2,1,80,106519
Turkey,3,4,4,135,101498
Turkey,33,1,1,88,99000
Turkey,14,2,1,65,90325
Turkey,5,1,2,90,77199
Turkey,13,3,2,90,103258
Turkey,2,3,2,126,302166
Turkey,18,5,4,190,324992
Turkey,15,3,2,150,236950
Turkey,6,3,2,96,336948
Turkey,12,3,2,115,91845
Turkey,10,1,1,50,105848
Turkey,13,2,1,56,70650
Turkey,3,3,2,130,239124
Turkey,10,2,1,55,130431
Turkey,9,3,2,130,281514
Turkey,3,1,1,50,190307
Turkey,14,2,1,55,105058
Turkey,7,2,1,50,88128
Turkey,9,3,2,97,113041
Turkey,7,3,2,138,115114
Turkey,8,5,4,256,256692
Turkey,10,1,1,65,184340
Turkey,5,2,1,51,75542
Turkey,5,5,4,200,272878
Turkey,10,3,2,93,244559
Turkey,3,2,1,49,194000
Turkey,3,3,2,118,281514
Turkey,5,4,3,116,163039
Turkey,4,2,1,60,152170
Turkey,7,2,1,53,94563
Turkey,6,4,3,140,96737
Turkey,11,2,1,60,155431
Turkey,14,3,2,89,93476
Turkey,15,1,1,68,130000
Turkey,9,3,2,105,284775
Turkey,7,2,1,44,119562
Turkey,5,2,1,40,104681
Turkey,9,3,2,74,141313
Turkey,12,2,1,71,86954
Turkey,10,1,1,49,99080
Turkey,12,1,2,110,77987
Turkey,5,3,2,100,141301
Turkey,7,4,4,110,89122
Turkey,5,2,1,45,82607
Turkey,4,2,1,49,119562
Turkey,3,4,3,156,179343
Turkey,8,1,1,50,80000
Turkey,9,2,1,55,89672
Turkey,14,2,1,78,117388
Turkey,7,4,3,120,126084
Turkey,5,2,1,114,216299
Turkey,30,2,1,83,93476
Turkey,9,2,1,55,126084
Turkey,8,2,1,55,124997
Turkey,7,4,3,115,189126
Turkey,6,2,1,58,105000
Turkey,9,3,2,99,239124
Turkey,5,2,1,66,190946
Turkey,7,3,2,67,109780
Turkey,5,2,1,52,191400
Turkey,9,3,2,60,111057
Turkey,14,1,2,165,117980
Turkey,5,3,2,160,206516
Turkey,5,2,1,51,244559
Turkey,5,4,3,190,249549
Turkey,5,3,2,85,265210
Turkey,7,3,2,147,134779
Turkey,3,3,2,91,245646
Turkey,4,2,1,60,157605
Turkey,7,2,1,60,92117
Turkey,5,3,2,100,215212
Turkey,14,3,2,95,98910
Turkey,3,3,2,100,157605
Turkey,8,3,2,97,229000
Turkey,16,3,2,105,170747
Turkey,8,2,1,58,158000
Turkey,7,2,1,105,214125
Turkey,5,2,1,60,173909
Turkey,12,3,2,116,206516
Turkey,10,2,1,55,168474
Turkey,10,4,3,200,185865
Turkey,3,3,2,95,184778
Turkey,3,2,1,45,153257
Turkey,5,2,1,55,193328
Turkey,6,2,1,55,135866
Turkey,7,2,1,50,172822
Turkey,5,4,3,135,161952
Turkey,5,2,1,56,172822
Turkey,5,2,1,55,139537
Turkey,5,2,1,70,148499
Turkey,4,3,2,65,141301
Turkey,12,2,1,42,152934
Turkey,10,4,3,174,136953
Turkey,4,3,2,70,132605
Turkey,5,2,1,65,144550
Turkey,3,3,2,125,207603
Turkey,5,2,1,60,137496
Turkey,3,2,1,65,152170
Turkey,5,2,1,50,197687
Turkey,14,3,2,76,97123
Turkey,5,2,1,55,140220
Turkey,3,3,2,120,217386
Turkey,6,3,2,100,149996
Turkey,4,1,1,48,155153
Turkey,5,2,1,65,152170
Turkey,5,2,1,76,202751
Turkey,59,2,1,53,144561
Turkey,10,3,2,105,246733
Turkey,7,1,2,70,251759
Turkey,10,4,3,155,231516
Turkey,13,4,3,170,227168
Turkey,5,2,1,65,139127
Turkey,3,2,1,61,192609
Turkey,3,2,1,90,179343
Turkey,6,2,1,90,211951
Turkey,3,3,2,130,222820
Turkey,8,3,2,82,149996
Turkey,13,3,2,108,199995
Turkey,15,3,2,119,227168
Turkey,6,3,2,100,140214
Turkey,4,2,1,105,255428
Turkey,6,2,1,60,185865
Turkey,9,3,2,150,175539
Turkey,9,2,1,43,275536
Turkey,5,3,2,101,170137
Turkey,6,4,3,115,168474
Turkey,9,3,2,130,233690
Turkey,6,2,1,44,180692
Turkey,9,2,1,43,108900
Turkey,5,3,2,44,183691
Turkey,5,3,2,110,186261
Turkey,5,2,1,43,211951
Turkey,5,5,4,150,117388
Turkey,9,2,1,58,141301
Turkey,2,3,2,87,210000
Turkey,3,2,1,55,167387
Turkey,7,2,1,54,98500
Turkey,5,2,1,64,112500
Turkey,7,3,2,110,181517
Turkey,5,2,1,59,170907
Turkey,4,2,1,81,179343
Turkey,5,3,2,128,210000
Turkey,13,2,3,149,197967
Turkey,6,2,1,52,99997
Turkey,4,3,2,73,165000
Turkey,25,2,1,79,286949
Turkey,9,2,1,54,166597
Turkey,3,2,1,80,152170
Turkey,3,2,1,85,181517
Turkey,4,2,1,57,100793
Turkey,7,2,1,56,163294
Turkey,3,3,2,100,179343
Turkey,6,4,3,315,189126
Turkey,6,3,2,65,168787
Turkey,6,2,1,65,167387
Turkey,4,2,1,65,163039
Turkey,6,3,2,97,221733
Turkey,4,2,1,55,204343
Turkey,7,2,1,59,116301
Turkey,4,2,1,55,126084
Turkey,5,3,2,90,178256
Turkey,5,3,2,75,161952
Turkey,14,3,2,95,160865
Turkey,5,2,1,60,143475
Turkey,6,1,1,49,114491
Turkey,5,4,3,130,103258
Turkey,4,2,1,51,163046
Turkey,14,2,1,78,120649
Turkey,15,3,2,100,202169
Turkey,14,2,1,80,134779
Turkey,4,3,2,75,131518
Turkey,11,2,1,54,112163
Turkey,5,4,3,159,155431
Turkey,7,3,2,90,180000
Turkey,4,4,3,230,274193
Turkey,12,2,1,56,144022
Turkey,12,3,2,115,167387
Turkey,4,4,3,150,160865
Turkey,14,2,1,75,165000
Turkey,5,4,3,115,159778
Turkey,5,3,2,110,226081
Turkey,5,4,3,170,199995
Turkey,3,3,2,90,201082
Turkey,10,2,1,47,146735
Turkey,7,1,2,90,166552
Turkey,10,4,3,165,130431
Turkey,4,3,2,85,148909
Turkey,6,4,3,170,163039
Turkey,8,2,1,55,206516
Turkey,6,2,1,114,238971
Turkey,5,3,2,120,190212
Turkey,12,2,1,80,188039
Turkey,6,2,1,52,188000
Turkey,5,3,2,85,178256
Turkey,7,3,2,100,185865
Turkey,5,3,2,87,197821
Turkey,5,2,1,60,189126
Turkey,10,3,2,110,227168
Turkey,10,2,1,85,186952
Turkey,6,4,3,165,186952
Turkey,6,2,1,44,218802
Turkey,6,3,2,95,228255
Turkey,4,3,2,105,239124
Turkey,6,4,3,212,155431
Turkey,6,4,3,150,207603
Turkey,16,3,2,105,312000
Turkey,9,2,1,55,264124
Turkey,3,4,3,114,259776
Turkey,5,2,1,40,195538
Turkey,3,2,1,50,201082
Turkey,33,3,2,88,179343
Turkey,9,3,2,101,201082
Turkey,5,3,2,61,218620
Turkey,3,4,3,145,207603
Turkey,5,3,2,76,200331
Turkey,4,2,1,80,271732
Turkey,12,4,3,140,271732
Turkey,6,2,1,38,158207
Turkey,4,3,2,131,317768
Turkey,5,3,2,110,220715
Turkey,12,2,1,42,241298
Turkey,6,2,1,56,239124
Turkey,3,2,1,70,208690
Turkey,6,2,1,612,263037
Turkey,6,5,4,158,295000
Turkey,5,2,1,60,191299
Turkey,12,2,1,55,233690
Turkey,2,4,3,125,243472
Turkey,4,4,3,120,406511
Turkey,4,2,1,55,223907
Turkey,18,6,5,245,230000
Turkey,3,3,2,110,233690
Turkey,11,3,2,98,257602
Turkey,4,3,2,105,233690
Turkey,10,4,3,228,266297
Turkey,7,5,4,122,272770
Turkey,5,2,1,70,302075
Turkey,5,3,2,100,281514
Turkey,15,5,4,170,252167
Turkey,17,2,1,88,258000
Turkey,18,4,3,227,1690173
Turkey,44,3,2,258,1150738
Turkey,41,4,3,205,2059729
Turkey,10,4,3,210,329339
Turkey,14,4,3,144,376621
Turkey,7,3,2,271,1809735
Turkey,15,4,3,303,2048860
Turkey,5,4,3,149,1065190
Turkey,14,4,3,180,445641
Turkey,2,4,3,138,961931
Turkey,8,4,3,186,1516265
Turkey,10,3,2,130,965192
Turkey,5,4,3,149,1326052
Turkey,6,5,4,245,1690173
Turkey,16,7,5,250,1072798
Turkey,13,4,3,193,585854
Turkey,6,5,4,236,1624958
Turkey,6,5,4,573,1847778
Turkey,6,5,4,261,1543438
Turkey,12,5,4,255,990192
Turkey,6,4,3,207,1608654
Turkey,15,3,2,96,580000
Turkey,6,3,2,132,1019539
Turkey,7,6,5,250,553246
Turkey,5,5,4,128,956497
Turkey,15,4,3,180,905411
Turkey,7,5,4,278,1614088
Turkey,10,5,4,225,1624958
Turkey,2,5,4,278,1380399
Turkey,8,4,3,221,543464
Turkey,8,4,3,174,1657565
Turkey,10,4,3,140,789110
Turkey,5,5,4,297,944541
Turkey,41,2,1,79,909759
Turkey,3,3,2,171,1793431
Turkey,6,2,1,65,491292
Turkey,19,2,1,72,608680
Turkey,10,3,2,157,1179317
Turkey,35,5,4,313,1690173
Turkey,2,3,2,117,817370
Turkey,13,6,5,236,1429311
Turkey,25,6,5,356,1228229
Turkey,6,5,4,207,841282
Turkey,5,5,4,231,1211925
Turkey,36,5,4,190,1180000
Turkey,20,3,2,133,1211925
Turkey,6,4,3,186,1163013
Turkey,5,3,2,168,1195621
Turkey,42,3,2,226,1505396
Turkey,14,4,3,115,521726
Turkey,5,5,4,302,1630392
Turkey,6,6,5,239,1532569
Turkey,6,4,3,145,1103232
Turkey,12,4,3,191,1068450
Turkey,3,5,4,311,1456484
Turkey,26,5,4,201,910846
Turkey,7,2,1,217,1440180
Turkey,9,4,3,130,880412
Turkey,2,5,4,138,938019
Turkey,25,4,3,154,809761
Turkey,10,4,3,160,920628
Turkey,25,4,3,170,633679
Turkey,6,5,4,270,764111
Turkey,16,5,4,255,1114101
Turkey,9,4,3,243,1347791
Turkey,24,5,4,233,927588
Turkey,12,4,3,210,856499
Turkey,18,3,2,134,1108667
Turkey,2,4,3,125,995626
Turkey,12,6,5,274,1206490
Turkey,10,5,4,207,1239098
Turkey,10,6,5,269,1499961
Turkey,7,1,1,72,433436
Turkey,10,4,3,157,1179317
Turkey,6,3,2,88,307601
Turkey,8,3,2,79,467379
Turkey,18,4,3,160,432597
Turkey,4,5,4,170,586941
Turkey,4,4,3,129,241298
Turkey,15,2,1,76,411946
Turkey,6,4,3,166,693460
Turkey,3,3,2,136,1152144
Turkey,6,3,2,129,539116
Turkey,34,4,3,174,628244
Turkey,10,2,1,69,733677
Turkey,5,5,4,165,858673
Turkey,35,4,3,166,670635
Turkey,16,2,1,50,310000
Turkey,65,4,3,209,1331487
Turkey,10,3,2,90,234776
Turkey,5,3,2,101,924976
Turkey,10,2,1,85,1048342
Turkey,4,5,4,200,377164
Turkey,13,4,3,163,806501
Turkey,10,5,4,229,302166
Turkey,14,3,2,129,378251
Turkey,4,5,4,250,749980
Turkey,16,4,3,157,676069
Turkey,5,5,3,198,772000
Turkey,15,3,2,98,936932
Turkey,3,3,2,189,1028506
Turkey,6,4,3,196,1163013
Turkey,5,4,3,155,263037
Turkey,7,2,1,135,690199
Turkey,9,2,1,69,793458
Turkey,7,7,6,319,648896
Turkey,2,3,2,92,826065
Turkey,24,5,4,216,1005409
Turkey,15,5,4,197,757589
Turkey,9,4,3,145,614347
Turkey,12,2,1,73,239124
Turkey,9,5,4,225,256515
Turkey,11,3,2,91,615201
Turkey,2,4,3,134,628244
Turkey,42,2,1,104,683678
Turkey,5,3,2,124,527160
Turkey,20,2,1,53,261950
Turkey,54,3,2,97,643461
Turkey,7,5,4,172,671722
Turkey,2,7,6,206,742372
Turkey,10,3,2,106,1309748
Turkey,54,2,1,86,603245
Turkey,6,4,3,160,1396703
Turkey,3,6,5,240,407598
Turkey,5,5,4,184,652157
Turkey,7,5,4,191,698895
Turkey,8,7,5,353,865195
Turkey,2,4,3,220,680417
Turkey,11,2,1,81,477161
Turkey,6,3,2,89,250000
Turkey,13,5,4,231,1119536
Turkey,42,4,3,242,1597784
Turkey,10,4,3,172,974975
Turkey,4,4,3,240,951062
Turkey,20,2,1,88,935845
Turkey,14,4,3,156,890194
Turkey,4,4,3,125,440206
Turkey,7,5,4,170,985844
Turkey,6,3,2,104,985844
Turkey,5,3,2,86,706503
Turkey,3,2,1,115,1298879
Turkey,29,3,2,158,572811
Turkey,30,5,4,213,1005409
Turkey,65,3,2,128,998887
Turkey,4,3,2,120,277167
Turkey,6,3,2,146,490607
Turkey,8,3,2,104,247820
Turkey,4,5,4,240,801066
Turkey,9,6,5,301,1085841
Turkey,7,4,3,237,1190186
Turkey,15,4,3,174,588028
Turkey,10,7,5,345,658678
Turkey,19,5,4,220,641288
Turkey,7,2,1,52,699982
Turkey,3,2,1,110,777154
Turkey,31,3,2,171,1168448
Turkey,9,4,3,142,221260
Turkey,7,2,1,81,552110
Turkey,4,4,3,160,489118
Turkey,30,5,4,199,530421
Turkey,24,4,3,169,717373
Turkey,9,4,3,135,515204
Turkey,4,5,4,245,597810
Turkey,4,4,3,135,239124
Turkey,3,3,2,150,244559
Turkey,12,5,4,210,503248
Turkey,3,4,3,170,691286
Turkey,10,3,2,152,1048886
Turkey,6,3,2,204,681504
Turkey,11,3,2,120,592376
Turkey,24,4,3,157,844543
Turkey,13,8,6,410,821718
Turkey,15,2,1,102,905411
Turkey,9,4,3,152,561942
Turkey,6,5,4,193,245646
Turkey,4,1,2,120,260993
Turkey,4,7,6,363,801066
Turkey,6,4,3,175,858673
Turkey,21,4,3,152,472814
Turkey,4,5,4,210,539116
Turkey,15,3,2,233,899977
Turkey,15,4,3,211,607593
Turkey,10,3,2,73,243598
Turkey,12,3,2,90,311849
Turkey,12,4,3,180,276134
Turkey,30,4,3,202,955410
Turkey,21,4,3,285,874977
Turkey,29,4,3,280,980409
Turkey,14,5,4,266,698895
Turkey,2,3,2,150,689112
Turkey,5,3,2,168,693460
Turkey,43,3,2,124,993452
Turkey,4,5,4,255,604332
Turkey,8,2,1,82,693460
Turkey,26,3,2,109,528247
Turkey,9,3,2,90,578246
Turkey,5,3,2,140,670000
Turkey,5,4,3,125,373903
Turkey,10,4,3,134,333687
Turkey,5,2,1,77,609767
Turkey,10,3,2,128,824978
Turkey,41,2,1,80,855412
Turkey,11,4,3,180,813000
Turkey,3,1,2,135,156066
Turkey,35,2,1,90,563029
Turkey,5,4,3,134,689112
Turkey,25,4,3,152,719470
Turkey,7,4,3,251,605430
Turkey,27,4,3,195,680417
Turkey,10,5,4,232,665200
Turkey,7,5,4,178,841282
Turkey,11,5,4,359,782588
Turkey,37,5,3,350,764111
Turkey,13,4,3,160,919541
Turkey,22,3,2,74,879325
Turkey,35,2,1,50,386946
Turkey,46,3,2,170,773893
Turkey,40,6,5,305,716286
Turkey,7,2,1,58,647809
Turkey,5,5,4,234,346730
Turkey,11,5,4,175,879325
Turkey,10,4,3,199,968453
Turkey,26,2,1,69,356512
Turkey,15,6,5,370,897803
Turkey,5,3,2,79,691286
Turkey,2,5,4,197,710851
Turkey,5,3,2,133,488726
Turkey,16,4,3,206,505422
Turkey,6,4,3,172,607593
Turkey,13,4,3,218,352165
Turkey,44,5,4,183,524986
Turkey,4,3,2,103,368469
Turkey,5,4,3,155,423902
Turkey,24,4,3,178,684154
Turkey,4,4,3,217,327165
Turkey,10,7,5,310,597810
Turkey,10,5,4,282,689112
Turkey,11,2,1,75,301079
Turkey,10,3,2,112,400000
Turkey,22,2,1,58,355426
Turkey,6,5,4,190,492378
Turkey,17,3,2,147,955410
Turkey,8,3,2,100,329339
Turkey,11,2,1,73,560000
Turkey,2,3,2,146,401076
Turkey,10,3,2,108,352165
Turkey,4,3,2,77,392381
Turkey,15,3,2,129,821718
Turkey,5,3,2,90,216574
Turkey,7,4,3,103,764111
Turkey,4,3,2,110,214125
Turkey,3,3,2,109,253254
Turkey,15,3,2,136,399990
Turkey,8,1,2,130,201610
Turkey,5,4,3,175,402163
Turkey,10,6,5,260,461866
Turkey,40,2,1,68,743459
Turkey,4,3,2,136,635853
Turkey,4,4,3,135,219761
Turkey,17,3,2,122,365000
Turkey,15,3,2,106,553246
Turkey,3,4,3,168,396729
Turkey,5,4,3,190,388033
Turkey,7,2,1,93,482596
Turkey,3,3,2,55,311948
Turkey,4,5,4,165,255428
Turkey,10,5,4,175,243472
Turkey,5,3,2,108,591000
Turkey,14,3,2,125,601071
Turkey,2,6,5,225,695634
Turkey,12,4,3,134,633679
Turkey,5,2,1,80,282601
Turkey,12,3,2,120,385860
Turkey,10,4,3,153,411946
Turkey,24,3,2,123,450000
Turkey,4,2,1,82,482596
Turkey,57,4,3,189,597810
Turkey,13,3,2,109,617375
Turkey,8,4,3,138,693460
Turkey,5,3,2,110,463031
Turkey,9,3,2,80,410000
Turkey,20,4,3,150,393468
Turkey,28,4,3,209,446727
Turkey,9,5,4,159,449988
Turkey,10,3,2,122,639657
Turkey,6,4,3,180,492378
Turkey,20,3,2,120,550000
Turkey,16,2,1,58,506509
Turkey,26,5,4,200,491292
Turkey,2,4,3,110,652157
Turkey,3,5,4,250,693460
Turkey,5,4,3,120,238511
Turkey,2,3,2,231,455423
Turkey,4,4,3,177,328252
Turkey,10,3,2,118,293471
Turkey,4,5,4,175,304340
Turkey,4,3,2,140,304340
Turkey,14,4,3,146,478248
Turkey,6,4,2,118,514117
Turkey,5,5,4,205,623000
Turkey,10,4,3,183,397816
Turkey,5,2,1,65,380425
Turkey,4,5,4,200,553246
Turkey,6,2,1,62,395000
Turkey,2,3,2,104,491292
Turkey,23,4,3,140,487000
Turkey,4,4,3,157,358771
Turkey,10,4,3,157,401076
Turkey,15,3,2,110,482596
Turkey,5,5,3,154,365000
Turkey,4,4,3,145,322818
Turkey,5,3,2,78,427163
Turkey,15,6,5,193,285862
Turkey,6,4,3,171,422815
Turkey,22,2,1,48,518465
Turkey,10,4,3,195,570637
Turkey,12,3,2,100,563029
Turkey,12,3,2,120,480000
Turkey,12,3,2,103,174995
Turkey,12,3,2,130,278254
Turkey,2,3,2,129,457597
Turkey,6,5,4,228,602158
Turkey,11,4,3,172,507595
Turkey,8,3,2,80,441293
Turkey,7,2,1,112,557594
Turkey,26,3,2,117,452162
Turkey,4,3,2,100,270481
Turkey,5,4,3,143,335861
Turkey,15,2,1,72,510856
Turkey,10,2,1,69,463031
Turkey,19,2,1,67,251080
Turkey,3,5,4,250,498900
Turkey,9,2,1,67,335134
Turkey,11,3,2,186,568463
Turkey,5,4,3,194,363034
Turkey,2,2,1,47,340209
Turkey,15,4,3,135,423902
Turkey,14,5,4,234,530421
Turkey,9,5,4,220,557507
Turkey,2,4,3,138,554333
Turkey,12,4,3,182,442380
Turkey,15,3,2,119,320644
Turkey,14,3,2,83,345643
Turkey,5,4,3,177,462000
Turkey,5,5,4,200,491292
Turkey,6,3,2,200,502161
Turkey,6,8,6,250,491292
Turkey,7,3,2,130,518465
Turkey,6,3,2,91,565203
Turkey,8,3,2,126,547812
Turkey,11,4,3,163,581507
Turkey,7,4,3,140,460000
Turkey,12,3,2,117,371729
Turkey,8,2,1,57,276779
Turkey,5,4,3,100,249993
Turkey,8,3,2,82,345254
Turkey,7,5,4,200,386946
Turkey,8,5,4,202,340209
Turkey,4,4,3,210,352165
Turkey,4,4,3,190,463031
Turkey,5,5,4,208,342382
Turkey,4,5,4,180,352165
Turkey,7,2,1,50,407756
Turkey,4,3,2,140,411946
Turkey,12,6,5,325,385860
Turkey,9,4,3,132,166300
Turkey,6,4,3,142,452162
Turkey,5,3,2,123,440000
Turkey,30,3,2,120,598897
Turkey,4,2,1,55,394350
Turkey,4,4,3,100,336000
Turkey,14,3,2,73,253254
Turkey,9,5,4,201,357599
Turkey,5,3,2,109,461944
Turkey,6,3,2,150,422815
Turkey,24,4,3,171,482596
Turkey,10,4,3,215,418467
Turkey,2,5,4,170,465205
Turkey,16,4,3,164,583680
Turkey,10,3,2,115,602158
Turkey,12,5,4,190,609767
Turkey,3,4,3,170,192386
Turkey,6,4,3,158,497813
Turkey,4,3,2,120,281514
Turkey,7,3,2,107,265210
Turkey,4,3,2,130,363034
Turkey,6,4,3,185,417413
Turkey,13,2,1,68,441293
Turkey,10,3,2,122,290210
Turkey,25,2,1,75,261950
Turkey,5,2,1,45,310861
Turkey,14,2,1,75,305427
Turkey,18,4,3,141,365208
Turkey,40,3,2,120,291297
Turkey,5,3,2,99,312768
Turkey,10,2,1,81,290000
Turkey,2,4,3,96,377164
Turkey,5,4,3,110,329339
Turkey,11,2,1,70,203256
Turkey,5,3,2,61,221625
Turkey,5,3,2,138,343546
Turkey,15,2,1,75,324992
Turkey,14,4,3,147,397816
Turkey,38,5,4,192,432597
Turkey,8,5,4,200,486485
Turkey,4,5,4,200,292384
Turkey,14,3,2,115,256515
Turkey,15,3,2,145,342382
Turkey,4,4,3,250,322140
Turkey,5,3,2,54,266297
Turkey,8,3,2,100,317383
Turkey,6,2,1,55,257059
Turkey,5,2,1,70,479335
Turkey,5,5,4,162,543464
Turkey,8,2,1,54,327165
Turkey,9,1,4,255,523576
Turkey,6,2,1,80,490000
Turkey,5,3,2,110,333687
Turkey,8,3,2,95,321731
Turkey,6,2,1,60,151083
Turkey,10,2,1,69,292384
Turkey,4,3,2,180,505422
Turkey,4,5,4,175,347817
Turkey,17,5,4,190,136953
Turkey,4,2,1,56,381512
Turkey,9,3,2,90,298905
Turkey,3,4,3,180,378251
Turkey,5,4,2,147,375000
Turkey,5,4,3,125,331513
Turkey,11,3,2,53,277167
Turkey,16,3,2,96,520000
Turkey,7,3,2,68,350000
Turkey,9,3,2,85,316577
Turkey,7,3,2,118,489118
Turkey,2,3,2,70,396729
Turkey,4,3,2,87,332600
Turkey,10,5,4,320,428851
Turkey,5,2,1,52,382599
Turkey,13,3,2,106,373903
Turkey,9,3,2,130,429337
Turkey,12,4,3,125,349991
Turkey,4,3,2,150,350407
Turkey,23,5,4,165,236950
Turkey,10,2,1,65,197277
Turkey,10,3,2,87,190212
Turkey,3,3,2,115,182500
Turkey,5,3,2,95,195647
Turkey,3,3,2,90,427163
Turkey,12,5,4,200,423902
Turkey,7,2,1,66,434771
Turkey,5,2,1,90,422815
Turkey,16,2,1,54,411946
Turkey,5,4,3,199,386946
Turkey,9,5,4,250,326963
Turkey,5,2,1,65,193473
Turkey,3,2,1,65,216299
Turkey,4,5,4,225,368469
Turkey,18,5,4,222,430424
Turkey,9,3,2,110,317501
Turkey,4,1,4,238,412168
Turkey,5,3,3,105,317274
Turkey,20,4,3,151,468466
Turkey,25,2,1,61,421293
Turkey,5,6,4,212,390207
Turkey,17,5,4,174,270645
Turkey,2,3,2,105,396729
Turkey,7,5,4,173,440206
Turkey,9,5,4,243,529334
Turkey,5,4,3,150,522500
Turkey,4,5,4,230,420542
Turkey,12,3,2,113,376077
Turkey,5,4,3,195,441293
Turkey,37,5,4,280,639114
Turkey,10,1,1,80,471675
Turkey,3,3,2,155,346730
Turkey,3,5,4,210,380425
Turkey,4,5,4,210,516291
Turkey,8,3,2,110,358686
Turkey,4,5,4,362,516291
Turkey,4,2,1,57,217315
Turkey,9,3,2,119,434771
Turkey,7,4,3,106,524986
Turkey,8,5,4,250,594593
