country,building_total_floors,apartment_rooms,apartment_bedrooms,apartment_total_area,price_in_USD
Georgia,32,2,1,64,110000
Georgia,8,2,1,54,109000
Georgia,13,3,2,70,92000
Georgia,40,2,1,49,112700
Georgia,38,2,1,66,117900
Georgia,21,3,2,90,87935
Georgia,5,3,2,63,110425
Georgia,16,1,1,34,59500
Georgia,18,3,2,86,103320
Georgia,36,2,1,50,97500
Georgia,21,2,1,65,65200
Georgia,29,2,1,45,92300
Georgia,34,2,1,47,89300
Georgia,8,3,2,73,105415
Georgia,20,2,1,56,106020
Georgia,16,2,1,66,125780
Georgia,3,1,1,56,89000
Georgia,18,1,1,56,88266
Georgia,9,3,2,68,87750
Georgia,3,1,2,72,97740
Georgia,40,2,1,53,74200
Georgia,37,3,2,73,72800
Georgia,18,3,2,75,105000
Georgia,55,3,2,75,102189
Georgia,20,3,2,97,121212
Georgia,16,3,2,65,120000
Georgia,16,1,1,57,114000
Georgia,15,3,2,84,109200
Georgia,40,2,1,46,105662
Georgia,18,2,1,60,102680
Georgia,30,2,1,43,106900
Georgia,40,2,1,57,95000
Georgia,13,2,1,46,117432
Georgia,54,1,1,35,104400
Georgia,40,2,1,55,103550
Georgia,18,2,1,56,81200
Georgia,10,2,1,45,95000
Georgia,20,2,1,55,80330
Georgia,13,2,1,105,81567
Georgia,12,5,4,103,92790
Georgia,17,2,1,55,98000
Georgia,37,2,1,53,89580
Georgia,55,3,2,54,115000
Georgia,25,2,1,63,107610
Georgia,22,2,1,35,102000
Georgia,15,3,2,56,78680
Georgia,35,2,1,63,101120
Georgia,22,2,1,38,102000
Georgia,19,2,1,52,98000
Georgia,15,2,1,42,84557
Georgia,18,2,1,69,75210
Georgia,9,2,1,49,92340
Georgia,18,3,2,83,78000
Georgia,29,2,1,40,68340
Georgia,18,2,1,59,80967
Georgia,18,2,1,40,80000
Georgia,19,2,1,59,106713
Georgia,13,1,1,49,64735
Georgia,29,2,1,45,61376
Georgia,39,2,1,56,103230
Georgia,37,2,1,53,89580
Georgia,21,3,2,90,75300
Georgia,3,3,2,72,97740
Georgia,45,2,1,56,90882
Georgia,18,3,2,102,81600
Georgia,20,1,1,40,84737
Georgia,50,1,1,28,52637
Georgia,15,2,1,59,82880
Georgia,19,1,1,35,80476
Georgia,27,3,2,62,78936
Georgia,19,2,1,48,64736
Georgia,18,1,1,48,99000
Georgia,20,3,2,81,77000
Georgia,55,2,1,56,75600
Georgia,4,2,1,53,73878
Georgia,19,1,1,35,80476
Georgia,13,1,1,35,68482
Georgia,36,1,1,40,85890
Georgia,45,2,1,57,64064
Georgia,8,2,1,50,70000
Georgia,40,2,1,59,64680
Georgia,21,2,1,58,49622
Georgia,54,1,1,35,104400
Georgia,15,2,1,57,108851
Georgia,19,2,1,50,86500
Georgia,18,2,1,62,58280
Georgia,16,1,1,42,58800
Georgia,12,2,1,56,73320
Georgia,40,3,2,64,61085
Georgia,25,1,1,32,53573
Georgia,38,2,1,53,63120
Georgia,19,1,1,35,80476
Georgia,20,2,2,96,79693
Georgia,15,2,1,59,94720
Georgia,21,2,1,47,60580
Georgia,11,2,1,43,83000
Georgia,22,2,1,62,99528
Georgia,45,2,1,68,95760
Georgia,10,3,2,81,61000
Georgia,25,3,2,79,73656
Georgia,20,2,1,38,85275
Georgia,24,2,1,40,79600
Georgia,12,2,1,51,71652
Georgia,15,1,1,43,58334
Georgia,18,3,2,80,93000
Georgia,15,2,1,42,85813
Georgia,12,2,1,40,78000
Georgia,21,2,1,65,62592
Georgia,20,1,1,31,50760
Georgia,18,3,2,77,82026
Georgia,40,1,1,37,73600
Georgia,18,2,1,56,81200
Georgia,20,2,1,56,75012
Georgia,35,2,1,59,80190
Georgia,27,2,1,62,47659
Georgia,35,2,1,53,74200
Georgia,18,2,1,38,67680
Georgia,47,2,1,68,76608
Georgia,15,1,1,49,97200
Georgia,21,3,2,90,88000
Georgia,13,2,1,55,93000
Georgia,3,2,1,55,88800
Georgia,16,1,1,35,58800
Georgia,9,2,1,50,65723
Georgia,20,2,1,48,62950
Georgia,40,2,1,56,91462
Georgia,4,3,2,56,86955
Georgia,18,1,1,56,45966
Georgia,4,2,1,51,92125
Georgia,26,1,1,43,63357
Georgia,10,2,1,49,83130
Georgia,18,3,2,77,75068
Georgia,45,3,2,57,86184
Georgia,38,2,1,41,51125
Georgia,18,2,1,59,77350
Georgia,13,2,1,56,98000
Georgia,16,1,1,36,52200
Georgia,23,3,2,58,92897
Georgia,38,2,1,53,87120
Georgia,15,2,1,55,85715
Georgia,20,2,1,51,49169
Georgia,36,1,1,41,49080
Georgia,25,3,2,66,85800
Georgia,21,2,1,59,88500
Georgia,40,2,1,56,82140
Georgia,45,1,1,29,48345
Georgia,46,2,1,58,73406
Georgia,5,3,2,62,73000
Georgia,25,3,2,79,74448
Georgia,15,2,1,48,77120
Georgia,33,1,1,64,60000
Georgia,8,2,1,40,79000
Georgia,27,2,1,93,71451
Georgia,5,2,1,56,86490
Georgia,40,2,1,59,71880
Georgia,29,2,1,44,79278
Georgia,12,3,2,80,62077
Georgia,4,2,1,54,75474
Georgia,45,2,1,54,47375
Georgia,27,1,1,32,41600
Georgia,19,2,1,48,50456
Georgia,5,1,1,39,60450
Georgia,19,1,1,40,74800
Georgia,26,3,2,76,66381
Georgia,20,2,1,51,76350
Georgia,20,1,1,28,30708
Georgia,23,2,1,52,44300
Georgia,27,2,1,62,81301
Georgia,23,2,1,49,74632
Georgia,13,1,1,35,73911
Georgia,35,2,1,47,64395
Georgia,20,2,1,52,64615
Georgia,10,1,1,34,73000
Georgia,18,2,1,71,74865
Georgia,18,2,1,43,55000
Georgia,38,1,1,32,52325
Georgia,20,2,1,45,46002
Georgia,40,2,1,38,67500
Georgia,40,1,1,36,34200
Georgia,40,3,2,62,61600
Georgia,10,3,2,94,42300
Georgia,14,2,1,42,56295
Georgia,16,1,1,36,60554
Georgia,26,1,1,42,64170
Georgia,40,1,10,29,59533
Georgia,16,2,1,46,62235
Georgia,15,1,1,49,68460
Georgia,19,2,1,58,68603
Georgia,40,1,1,33,68575
Georgia,19,2,1,54,60256
Georgia,38,3,2,52,57860
Georgia,38,1,1,37,62310
Poland,8,1,1,27,131213
Poland,5,3,2,51,139552
Poland,8,3,2,55,151815
Poland,11,3,2,52,208470
Poland,2,4,2,60,162258
Georgia,15,2,1,63,52240
Georgia,40,1,1,36,48635
Georgia,20,1,1,35,38640
Georgia,18,2,1,59,61950
Georgia,13,2,1,92,71497
Georgia,10,3,2,88,48400
Georgia,25,1,1,32,53573
Georgia,21,2,1,65,55420
Georgia,35,1,1,29,48575
Georgia,20,2,1,68,55076
Georgia,29,2,1,51,57120
Georgia,25,3,2,75,42921
Georgia,12,2,1,57,71500
Georgia,12,2,1,39,67000
Georgia,15,2,1,46,72960
Georgia,45,1,1,34,66348
Poland,20,5,2,120,996500
Georgia,25,3,2,87,71258
Georgia,12,2,1,55,72020
Georgia,40,2,1,40,72000
Georgia,55,1,1,30,41242
Poland,7,4,3,81,481613
Georgia,6,2,1,39,51090
Poland,54,4,3,151,2198868
Georgia,19,2,1,54,58104
Georgia,4,1,1,40,55580
Georgia,45,2,1,43,55640
Georgia,27,3,2,76,58216
Georgia,20,2,1,45,51414
Georgia,40,2,1,57,51210
Georgia,12,2,1,56,50310
Georgia,26,1,1,50,80232
Georgia,20,1,1,30,74250
Georgia,45,2,1,45,38976
Georgia,16,1,1,35,57898
Georgia,27,2,1,52,38665
Georgia,12,2,1,45,41040
Georgia,21,2,1,71,40413
Georgia,21,2,1,58,57300
Georgia,15,1,1,30,55260
Georgia,26,1,1,32,38160
Georgia,18,2,1,59,44100
Georgia,18,1,1,47,40890
Georgia,38,1,1,32,46400
Georgia,15,1,1,35,40000
Georgia,40,1,1,34,60016
Georgia,40,1,1,29,59553
Georgia,36,2,1,41,49080
Georgia,40,2,1,50,60120
Georgia,9,2,1,47,60970
Georgia,21,2,1,50,53642
Georgia,17,1,1,31,49950
Georgia,21,2,1,57,58854
Georgia,20,2,1,51,61440
Georgia,8,2,1,49,65610
Georgia,21,1,1,37,44040
Georgia,25,2,1,45,57850
Georgia,15,2,1,46,50600
Georgia,45,2,1,60,46508
Georgia,10,2,1,51,58880
Georgia,26,1,1,43,63357
Georgia,45,1,1,34,65348
Georgia,9,2,1,48,62790
Georgia,35,2,1,54,70720
Georgia,18,2,1,79,59130
Georgia,19,3,2,77,60294
Georgia,28,2,1,45,37995
Georgia,29,2,1,45,39776
Georgia,20,1,1,33,39840
Georgia,30,2,1,45,39150
Georgia,26,1,1,32,38160
Georgia,15,2,1,45,36240
Georgia,21,1,1,30,38186
Georgia,32,2,1,55,55000
Georgia,25,3,2,98,55632
Georgia,14,2,1,52,69660
Georgia,13,1,1,35,73485
Georgia,40,2,1,56,82140
Georgia,40,1,1,31,68000
Georgia,38,3,2,53,65750
Georgia,7,2,1,37,49950
Georgia,18,1,1,44,41391
Georgia,40,1,1,34,59840
Georgia,20,2,1,45,57078
Georgia,15,2,1,46,57250
Georgia,45,1,1,32,37674
Georgia,15,2,1,39,53900
Georgia,18,1,1,56,51606
Georgia,25,1,1,33,39840
Georgia,27,2,1,52,42558
Georgia,9,2,1,36,52635
Georgia,38,2,1,41,51125
Georgia,40,2,1,50,50000
Georgia,19,2,1,56,47208
Georgia,6,2,1,59,48840
Georgia,12,2,1,56,50310
Georgia,36,2,1,53,73640
Georgia,45,2,1,57,46330
Georgia,45,1,1,32,48300
Georgia,11,2,1,47,41624
Georgia,20,1,1,32,38640
Georgia,12,3,2,55,68250
Georgia,15,1,1,43,72559
Georgia,20,2,1,38,43700
Georgia,10,3,2,94,42300
Georgia,8,2,1,37,44400
Georgia,25,1,1,24,43980
Georgia,47,2,1,50,35920
Georgia,26,1,1,41,49320
Georgia,15,1,1,36,57888
Georgia,19,2,1,42,55185
Georgia,27,3,2,76,68109
Georgia,38,2,1,57,64288
Georgia,18,2,1,62,58468
Georgia,16,1,1,35,58800
Georgia,15,1,1,35,60800
Georgia,15,1,1,39,61872
Georgia,21,2,1,49,39360
Georgia,29,2,1,41,53000
Georgia,16,3,2,65,58050
Georgia,15,1,1,30,33407
Georgia,40,1,1,33,47190
Georgia,40,2,1,50,50000
Georgia,25,3,2,61,48800
Georgia,26,1,1,32,41340
Georgia,15,1,1,42,43000
Georgia,38,2,1,41,50102
Georgia,19,2,1,58,43235
Georgia,19,2,1,58,37472
Georgia,19,2,1,50,42500
Georgia,45,2,1,55,53059
Georgia,9,2,1,47,60580
Georgia,20,3,2,68,54720
Georgia,50,1,1,28,52637
Georgia,20,1,1,34,42714
Georgia,12,3,2,56,50670
Georgia,18,2,1,59,55460
Georgia,18,2,1,47,44001
Georgia,21,2,1,47,47000
Georgia,21,4,3,108,61617
Georgia,37,1,1,31,79770
Georgia,20,1,1,34,42714
Georgia,19,1,1,35,35350
Georgia,8,2,1,56,42225
Georgia,21,2,1,65,48248
Georgia,18,2,1,29,44968
Georgia,15,2,1,46,36480
Georgia,21,2,1,53,44785
Georgia,20,1,1,35,39330
Georgia,45,2,1,45,38976
Georgia,19,2,1,58,41508
Georgia,45,1,1,30,43500
Georgia,45,2,1,54,44444
Georgia,15,1,1,40,60000
Georgia,10,2,1,51,58800
Georgia,35,2,1,42,67840
Georgia,27,3,2,76,60420
Georgia,40,2,1,60,56905
Georgia,5,1,1,39,54600
Georgia,10,2,1,52,62000
Georgia,40,3,2,64,61085
Georgia,21,2,1,47,58250
Georgia,45,2,1,50,67500
Georgia,4,2,1,38,59365
Georgia,13,2,1,55,35000
Georgia,18,2,1,46,48300
Georgia,20,2,1,45,53100
Georgia,40,2,1,57,51210
Georgia,20,2,1,51,61487
Georgia,18,2,1,59,79812
Georgia,40,2,1,62,61600
Georgia,13,1,1,35,68482
Georgia,28,2,1,55,65340
Georgia,5,2,1,62,61800
Georgia,20,2,1,56,38220
Georgia,26,1,1,32,41340
Georgia,18,1,1,44,42698
Georgia,6,2,1,59,41440
Georgia,20,1,1,33,42330
Georgia,45,1,1,32,41860
Georgia,29,2,1,49,38142
Georgia,16,1,1,32,32000
Georgia,18,1,1,35,60000
Georgia,65,1,1,29,50000
Georgia,21,1,1,37,44040
Georgia,38,1,1,32,38400
Georgia,30,3,2,71,61770
Georgia,4,2,1,39,37050
Georgia,12,2,1,46,39819
Georgia,20,1,1,34,42714
Georgia,19,2,1,57,37472
Georgia,35,1,1,29,46400
Georgia,19,2,1,45,42845
Georgia,38,1,1,35,44497
Georgia,18,1,1,35,41400
Georgia,19,1,1,34,49300
Georgia,25,1,1,29,49300
Georgia,12,3,2,60,44700
Georgia,21,2,1,49,54366
Georgia,18,1,1,37,54537
Georgia,15,3,2,66,56270
Georgia,38,2,1,41,49080
Georgia,19,2,1,58,50732
Georgia,38,2,1,41,49080
Georgia,26,1,1,38,30160
Georgia,12,1,1,32,26775
Georgia,6,2,1,52,36540
Georgia,15,1,1,37,35800
Georgia,19,1,1,29,24905
United Arab Emirates,30,2,2,70,250000
United Arab Emirates,40,3,2,119,148435
United Arab Emirates,8,2,1,77,228331
United Arab Emirates,16,2,1,64,271000
United Arab Emirates,10,2,1,61,171784
United Arab Emirates,30,1,1,70,245000
United Arab Emirates,38,3,2,142,211933
United Arab Emirates,45,2,1,47,251962
United Arab Emirates,1,1,1,27,140000
United Arab Emirates,6,3,2,94,285175
United Arab Emirates,6,3,2,148,278356
United Arab Emirates,4,2,1,98,281736
United Arab Emirates,4,2,1,94,269115
United Arab Emirates,4,1,1,40,126015
United Arab Emirates,11,2,1,80,317786
United Arab Emirates,45,3,2,82,329330
United Arab Emirates,17,1,1,36,117571
United Arab Emirates,26,2,2,119,99600
United Arab Emirates,5,2,1,72,241170
United Arab Emirates,25,2,1,78,289384
United Arab Emirates,20,2,1,61,269589
United Arab Emirates,4,2,1,83,237247
United Arab Emirates,16,3,2,86,339000
United Arab Emirates,20,2,1,80,360000
United Arab Emirates,1,1,1,60,307650
United Arab Emirates,39,2,1,70,287671
United Arab Emirates,29,3,2,87,337535
United Arab Emirates,5,3,2,134,340000
United Arab Emirates,52,1,1,48,371729
United Arab Emirates,1,3,2,77,414409
United Arab Emirates,52,2,1,72,348904
United Arab Emirates,12,3,2,109,410000
United Arab Emirates,8,3,2,117,384595
United Arab Emirates,16,2,1,66,389558
United Arab Emirates,50,2,1,70,457504
United Arab Emirates,14,3,2,94,374065
United Arab Emirates,15,3,2,149,406849
United Arab Emirates,38,3,2,104,429795
United Arab Emirates,4,2,1,89,366145
United Arab Emirates,25,2,1,67,478862
United Arab Emirates,4,3,2,166,475785
United Arab Emirates,9,3,2,128,420517
United Arab Emirates,66,2,1,67,436890
United Arab Emirates,19,2,1,75,470640
United Arab Emirates,7,2,1,87,408994
United Arab Emirates,13,3,2,128,475616
United Arab Emirates,57,3,2,88,545000
United Arab Emirates,20,4,3,126,481385
United Arab Emirates,55,2,1,64,525157
United Arab Emirates,18,2,1,74,525342
United Arab Emirates,32,2,1,74,553425
United Arab Emirates,9,2,1,82,584610
United Arab Emirates,15,4,3,119,619098
United Arab Emirates,50,3,2,91,549284
United Arab Emirates,9,2,1,73,602872
United Arab Emirates,29,3,2,126,701323
United Arab Emirates,9,2,1,79,628543
United Arab Emirates,83,2,1,86,677808
United Arab Emirates,9,2,1,75,607737
United Arab Emirates,36,3,2,145,650342
United Arab Emirates,15,2,1,82,535829
United Arab Emirates,26,2,1,74,804932
United Arab Emirates,2,4,3,189,660791
United Arab Emirates,42,3,2,137,739160
United Arab Emirates,10,3,2,107,429123
United Arab Emirates,1,4,3,99,663000
United Arab Emirates,81,2,1,79,629489
United Arab Emirates,4,4,3,216,665889
United Arab Emirates,15,3,2,127,791994
United Arab Emirates,31,3,2,145,706802
United Arab Emirates,20,3,2,171,746559
United Arab Emirates,1,5,4,813,700000
United Arab Emirates,9,3,2,124,848446
United Arab Emirates,42,2,1,144,672099
United Arab Emirates,20,3,2,107,858447
United Arab Emirates,2,6,5,310,1034247
United Arab Emirates,35,4,3,162,910230
United Arab Emirates,1,4,3,196,1087391
United Arab Emirates,63,3,2,154,1167584
United Arab Emirates,52,3,3,134,1079320
United Arab Emirates,15,4,3,194,1049988
United Arab Emirates,23,4,3,245,1077676
United Arab Emirates,81,3,2,115,1043761
United Arab Emirates,39,3,2,120,954247
United Arab Emirates,44,2,2,142,984480
United Arab Emirates,49,3,2,135,979726
United Arab Emirates,49,4,3,181,1243014
United Arab Emirates,49,3,2,116,1344110
United Arab Emirates,56,2,1,121,1357077
United Arab Emirates,18,4,3,243,1183805
United Arab Emirates,45,3,2,141,1304314
United Arab Emirates,28,2,1,86,1189359
United Arab Emirates,34,3,2,172,1289831
United Arab Emirates,16,4,3,141,891202
United Arab Emirates,9,4,2,190,1347187
United Arab Emirates,15,5,4,348,1512968
United Arab Emirates,57,3,2,128,1560791
United Arab Emirates,5,4,3,203,1567397
United Arab Emirates,7,2,1,124,1827123
United Arab Emirates,7,2,1,117,1906528
United Arab Emirates,5,2,1,143,1770241
United Arab Emirates,13,4,3,211,2150685
United Arab Emirates,7,3,2,129,1977487
United Arab Emirates,10,4,3,186,2500000
United Arab Emirates,59,3,3,204,2391242
United Arab Emirates,35,4,3,280,2964658
United Arab Emirates,9,4,3,243,2751233
United Arab Emirates,7,3,2,235,3121096
United Arab Emirates,28,3,2,239,3307918
United Arab Emirates,70,3,2,233,3557579
United Arab Emirates,8,6,5,77,3500000
United Arab Emirates,10,5,4,354,3364110
United Arab Emirates,2,5,4,439,2634086
United Arab Emirates,11,5,4,274,2661918
United Arab Emirates,9,5,4,260,2221096
United Arab Emirates,47,4,3,235,2465630
United Arab Emirates,9,3,2,153,2294473
United Arab Emirates,43,3,2,26,4944008
United Arab Emirates,9,4,3,300,4783788
United Arab Emirates,70,4,3,368,5003836
United Arab Emirates,7,4,3,357,5165479
United Arab Emirates,45,3,2,189,5191185
United Arab Emirates,1,5,4,362,5989491
United Arab Emirates,70,5,5,581,7391112
United Arab Emirates,11,6,5,854,7441918
United Arab Emirates,10,4,4,941,7294649
United Arab Emirates,43,4,3,34,7573929
United Arab Emirates,15,5,4,794,7090082
United Arab Emirates,13,3,2,397,7770575
United Arab Emirates,83,6,5,556,7716103
United Arab Emirates,30,4,3,395,8891918
United Arab Emirates,30,4,3,556,9194521
United Arab Emirates,4,4,3,576,8764113
United Arab Emirates,4,5,4,599,10684932
United Arab Emirates,46,4,3,488,10027397
United Arab Emirates,2,5,4,425,5913422
United Arab Emirates,13,4,3,418,6301370
United Arab Emirates,9,4,3,471,6849315
United Arab Emirates,13,5,4,586,12589068
United Arab Emirates,46,3,2,271,5230137
United Arab Emirates,35,3,2,194,2047123
United Arab Emirates,46,5,4,720,14246575
Turkey,8,2,1,4000,117980
United Arab Emirates,52,4,3,262,1430795
United Arab Emirates,42,3,2,128,1354764
United Arab Emirates,47,2,1,159,1269589
United Arab Emirates,9,4,2,141,1133964
United Arab Emirates,52,2,1,109,1147616
United Arab Emirates,47,3,2,144,1109465
United Arab Emirates,17,3,2,149,1150685
United Arab Emirates,52,3,2,212,1145753
United Arab Emirates,32,3,2,118,958904
United Arab Emirates,60,2,1,78,746027
United Arab Emirates,37,2,1,74,883673
United Arab Emirates,47,3,2,142,1171781
United Arab Emirates,5,4,3,186,980000
United Arab Emirates,26,3,2,103,987921
United Arab Emirates,25,3,2,113,840822
United Arab Emirates,32,3,2,107,835616
United Arab Emirates,49,2,1,73,896164
United Arab Emirates,56,4,3,184,950000
United Arab Emirates,9,3,2,143,926528
United Arab Emirates,8,2,1,89,772603
United Arab Emirates,60,3,2,114,854247
United Arab Emirates,59,1,1,102,1097797
United Arab Emirates,34,2,1,152,867684
United Arab Emirates,47,4,3,144,814686
United Arab Emirates,49,2,1,72,920460
United Arab Emirates,44,2,1,81,884808
United Arab Emirates,2,4,3,212,870133
United Arab Emirates,2,5,4,257,740095
United Arab Emirates,57,2,1,68,912298
United Arab Emirates,55,3,2,114,890411
United Arab Emirates,14,2,2,77,621506
United Arab Emirates,20,4,3,128,667808
United Arab Emirates,39,2,1,74,555890
United Arab Emirates,14,3,2,137,811508
United Arab Emirates,83,3,2,105,849315
United Arab Emirates,1,4,3,145,821206
United Arab Emirates,63,2,1,128,818210
United Arab Emirates,46,3,3,167,817000
United Arab Emirates,6,2,2,120,706503
United Arab Emirates,1,4,3,153,751428
United Arab Emirates,33,2,2,110,787465
United Arab Emirates,13,4,3,204,587828
United Arab Emirates,1,3,2,113,607403
United Arab Emirates,15,3,2,116,562750
United Arab Emirates,47,3,2,118,671403
United Arab Emirates,16,3,2,99,606271
United Arab Emirates,9,2,1,77,659176
United Arab Emirates,4,2,1,61,636164
United Arab Emirates,35,2,2,112,626174
United Arab Emirates,14,4,3,219,708625
United Arab Emirates,23,3,2,149,629887
United Arab Emirates,27,3,2,103,564061
United Arab Emirates,11,3,2,217,622110
United Arab Emirates,11,2,1,93,629260
United Arab Emirates,9,2,1,78,624907
United Arab Emirates,52,2,1,80,667591
United Arab Emirates,15,4,3,163,544932
United Arab Emirates,6,2,1,60,677729
United Arab Emirates,13,2,1,74,664384
United Arab Emirates,40,3,2,139,725139
United Arab Emirates,70,4,3,154,591273
United Arab Emirates,37,2,1,74,622466
United Arab Emirates,32,1,1,82,410000
United Arab Emirates,2,2,1,106,640317
United Arab Emirates,48,3,2,137,667517
United Arab Emirates,30,2,1,71,505631
United Arab Emirates,10,3,2,97,555860
United Arab Emirates,26,2,1,78,627939
United Arab Emirates,44,2,1,80,641689
United Arab Emirates,50,4,3,118,544991
United Arab Emirates,9,2,1,80,600799
United Arab Emirates,60,2,1,81,516041
United Arab Emirates,7,2,1,82,421652
United Arab Emirates,14,2,1,90,550744
United Arab Emirates,21,2,1,49,488219
United Arab Emirates,31,2,1,101,538035
United Arab Emirates,27,2,2,48,443901
United Arab Emirates,16,3,2,99,544627
United Arab Emirates,25,3,2,80,480384
United Arab Emirates,14,4,3,185,481251
United Arab Emirates,2,5,4,238,547671
United Arab Emirates,52,1,1,53,435000
United Arab Emirates,31,1,1,83,476451
United Arab Emirates,52,3,2,88,582047
United Arab Emirates,27,3,2,114,483405
United Arab Emirates,52,2,1,59,402758
United Arab Emirates,1,2,1,53,299000
United Arab Emirates,60,2,1,93,543579
United Arab Emirates,57,2,1,67,417700
United Arab Emirates,65,1,1,49,298905
United Arab Emirates,52,2,1,70,430839
United Arab Emirates,29,2,1,74,550090
United Arab Emirates,4,2,1,117,335921
United Arab Emirates,13,3,2,82,301683
United Arab Emirates,17,3,2,148,485381
United Arab Emirates,115,2,1,122,471687
United Arab Emirates,32,2,1,78,547945
United Arab Emirates,38,2,1,75,499987
United Arab Emirates,83,2,1,88,466292
United Arab Emirates,15,2,1,90,356424
United Arab Emirates,7,3,2,81,402740
United Arab Emirates,34,3,2,187,507821
United Arab Emirates,20,2,1,76,540091
United Arab Emirates,45,3,2,79,455423
United Arab Emirates,11,3,2,72,500000
United Arab Emirates,1,4,3,153,571739
United Arab Emirates,6,2,1,67,480000
United Arab Emirates,17,2,1,66,520548
United Arab Emirates,1,3,2,104,490062
United Arab Emirates,57,2,1,70,454472
United Arab Emirates,1,4,3,617,500000
United Arab Emirates,12,2,1,71,435616
United Arab Emirates,25,2,1,63,349991
United Arab Emirates,2,2,1,79,413013
United Arab Emirates,13,2,1,83,382131
United Arab Emirates,46,1,1,64,360000
United Arab Emirates,8,2,1,88,283235
United Arab Emirates,32,1,1,78,410000
United Arab Emirates,20,3,2,86,390411
United Arab Emirates,50,3,2,90,410959
United Arab Emirates,13,2,1,82,361460
United Arab Emirates,20,2,1,62,280822
United Arab Emirates,8,2,2,165,282601
United Arab Emirates,38,4,3,181,253172
United Arab Emirates,61,2,1,70,444271
United Arab Emirates,28,1,1,38,217000
United Arab Emirates,48,2,1,78,384090
United Arab Emirates,19,2,1,82,273623
United Arab Emirates,9,3,2,108,384689
United Arab Emirates,1,2,1,71,83198
United Arab Emirates,10,2,1,65,239018
United Arab Emirates,39,2,1,80,456510
United Arab Emirates,26,1,1,84,74675
United Arab Emirates,26,1,1,95,79500
United Arab Emirates,26,1,1,90,80200
United Arab Emirates,26,1,1,84,60500
United Arab Emirates,4,3,2,130,372178
United Arab Emirates,11,2,1,77,241512
United Arab Emirates,12,3,2,135,190000
United Arab Emirates,11,2,1,64,205642
United Arab Emirates,5,3,2,111,367089
United Arab Emirates,4,2,1,105,300410
United Arab Emirates,20,2,1,72,335616
United Arab Emirates,75,2,1,65,330000
United Arab Emirates,14,2,1,68,282279
United Arab Emirates,11,2,1,58,226000
United Arab Emirates,30,2,1,45,205449
United Arab Emirates,15,3,2,111,335616
United Arab Emirates,13,2,1,92,328767
United Arab Emirates,60,2,1,68,371500
United Arab Emirates,36,2,1,65,313356
United Arab Emirates,15,2,1,90,356512
United Arab Emirates,8,3,2,113,334018
United Arab Emirates,11,1,1,57,349023
United Arab Emirates,1,2,1,74,391448
United Arab Emirates,20,2,1,64,272603
United Arab Emirates,14,3,2,65,278640
United Arab Emirates,38,2,1,54,272260
United Arab Emirates,30,1,1,65,285000
United Arab Emirates,1,1,1,60,307650
United Arab Emirates,19,2,1,112,293027
United Arab Emirates,1,2,1,81,326708
United Arab Emirates,17,2,1,81,310389
United Arab Emirates,6,3,2,102,295068
United Arab Emirates,10,2,1,61,150652
United Arab Emirates,5,2,1,72,260274
United Arab Emirates,16,2,1,64,271000
United Arab Emirates,8,2,1,55,289382
United Arab Emirates,10,3,2,95,254833
United Arab Emirates,8,2,1,60,305753
United Arab Emirates,23,2,1,74,265753
United Arab Emirates,12,2,1,63,245000
United Arab Emirates,5,1,1,38,173000
United Arab Emirates,14,2,1,70,259254
United Arab Emirates,5,2,1,73,260086
United Arab Emirates,4,1,1,50,143622
United Arab Emirates,24,1,1,36,95000
United Arab Emirates,4,1,1,50,142905
United Arab Emirates,6,3,2,94,268736
United Arab Emirates,15,2,1,66,239726
United Arab Emirates,6,2,1,60,208767
United Arab Emirates,7,2,1,50,257534
United Arab Emirates,17,2,1,78,262308
United Arab Emirates,35,2,1,49,205479
United Arab Emirates,6,3,2,148,278356
United Arab Emirates,14,2,1,61,275616
United Arab Emirates,13,2,1,85,260215
United Arab Emirates,38,3,2,138,200343
United Arab Emirates,5,1,1,39,137000
United Arab Emirates,12,1,1,42,179000
United Arab Emirates,27,2,1,49,270749
United Arab Emirates,1,3,2,145,196864
United Arab Emirates,8,1,1,62,213038
United Arab Emirates,13,2,1,63,261054
United Arab Emirates,30,2,1,97,165556
Georgia,40,2,1,50,55000
Georgia,36,1,1,32,33600
Georgia,19,2,1,48,41508
Georgia,26,1,1,24,28953
Thailand,50,2,1,35,168799
Thailand,8,2,1,49,142525
Thailand,22,3,2,44,194483
Thailand,7,1,1,29,138745
Thailand,8,1,1,40,149758
Thailand,8,2,1,35,137876
Thailand,45,2,1,34,138216
Thailand,7,2,1,31,144000
Thailand,36,2,1,28,131244
Thailand,8,2,1,35,116453
Thailand,8,2,1,34,115185
Thailand,8,2,1,36,116623
Thailand,8,1,1,39,144313
Thailand,9,2,1,43,103328
Thailand,30,2,1,35,96840
Thailand,7,2,1,24,93063
Thailand,8,2,1,49,119216
Thailand,8,2,1,26,108913
Thailand,8,2,1,46,132217
Thailand,8,3,2,52,127543
Thailand,8,1,1,28,81686
Thailand,8,2,1,40,74519
Thailand,7,2,1,31,78500
Thailand,7,1,1,25,99925
Thailand,8,2,1,32,88065
Thailand,2,2,1,60,152475
Thailand,8,2,1,55,143841
Thailand,13,2,1,41,64087
Thailand,8,2,1,26,64824
Thailand,8,3,2,27,66706
Thailand,9,2,1,29,60321
Thailand,3,1,1,34,128211
Thailand,8,2,1,33,76639
Thailand,7,2,1,34,124592
Thailand,8,2,1,23,59546
Thailand,8,2,1,32,73687
